y_Медианный доход по району	Широта	Долгота	Медианная стоимость дома в районе	Средний возраст населения	Всего номеров в районе	Население района	Всего домохозяйств в районе	Всего спален в районе
3.9423	37.15	-122.13	180300	39	2854	1338	518	613
4.0781	37.12	-122.04	154500	30	1427	686	251	311
5.2417	37.11	-122.02	196400	36	2066	942	344	401
4.5972	37.11	-122.05	146300	39	1065	497	208	248
4.1679	37.05	-122.05	201300	41	2422	915	366	502
3.8625	37.06	-122.07	232300	31	1634	939	332	370
4.1161	37.04	-122.08	220900	34	2800	1353	512	577
4.5096	37.03	-122.08	203700	36	4682	2143	832	899
3.8854	37.04	-122.04	312300	17	4977	1987	947	994
4.8000	37.08	-122.04	261500	20	467	229	86	95
4.8611	37.09	-122.02	240000	35	1818	682	254	368
5.1121	37.06	-122.01	308100	19	4113	2006	732	767
6.0621	37.06	-122.00	304400	20	2403	1149	369	376
4.8269	37.00	-121.97	272900	25	990	522	185	166
3.0750	36.98	-121.98	215800	29	2681	1652	620	632
3.6364	36.99	-121.99	207000	16	1592	1039	351	369
4.6484	36.98	-121.99	234600	25	2113	1365	439	422
3.7273	36.97	-121.98	251900	21	3349	1952	718	737
3.1167	36.96	-121.98	258300	20	3495	2186	772	818
2.8941	36.97	-122.00	256700	39	2702	1136	491	646
4.7468	36.88	-121.96	294400	37	2846	939	433	553
2.8036	36.97	-121.97	228500	24	3665	1954	833	870
2.5610	36.96	-121.97	234600	27	4001	1808	945	999
3.6619	36.96	-121.98	245100	31	3209	1489	692	723
2.6757	36.98	-121.96	229200	16	4907	2265	1048	1117
3.7083	36.98	-121.97	252400	17	2813	1337	477	497
3.0777	36.97	-121.96	263800	23	4324	1844	875	1034
4.2006	36.98	-121.94	290700	24	3010	1360	504	562
3.0905	36.98	-121.94	264300	21	3520	1486	753	831
3.1546	36.98	-121.95	261200	34	3745	1622	802	958
4.1587	37.00	-121.94	315200	32	2210	1082	396	426
3.3447	37.00	-121.96	305200	20	3847	1725	737	727
2.7375	36.99	-121.96	238000	23	3209	1423	666	748
2.6875	36.98	-121.91	233300	16	1957	865	369	408
4.8953	36.98	-121.88	289500	21	4117	2001	763	752
3.5112	36.97	-121.91	231900	19	4920	1807	922	1092
3.6597	36.95	-121.92	252300	29	3457	1327	563	699
5.8325	36.96	-121.88	308800	18	4910	1971	773	817
4.4485	36.97	-121.90	295200	21	3707	1420	608	751
4.9517	36.94	-121.84	307900	29	4921	2319	823	967
3.1563	36.85	-121.91	300000	22	2442	1301	290	624
4.8021	37.00	-121.79	290400	28	2715	1154	386	451
4.3321	36.98	-121.83	298600	19	4431	1764	679	705
2.9559	37.02	-121.83	288400	22	1903	760	322	350
3.1987	37.00	-121.76	279800	21	1416	779	200	269
3.9340	37.03	-121.79	228600	18	943	544	179	213
5.1433	36.96	-121.69	305600	23	1229	687	232	254
4.7569	36.96	-121.75	190800	19	3461	2790	607	634
4.7071	36.95	-121.75	202700	27	1580	1066	306	303
3.5250	36.96	-121.77	229100	20	4228	2389	844	816
3.2917	36.93	-121.73	224700	29	2931	1954	506	535
2.1875	36.93	-121.67	187500	22	569	542	125	132
1.9181	40.58	-122.36	118800	17	1220	800	261	275
3.5347	40.56	-122.38	101200	23	2281	1164	420	408
3.9375	40.56	-122.45	148700	17	1712	963	329	307
1.6550	40.57	-122.40	90100	23	1321	749	222	259
1.6033	40.58	-122.30	98800	19	1043	505	183	204
2.6705	40.55	-122.37	136700	26	1435	544	232	234
2.6513	40.55	-122.36	113300	21	2500	1428	502	466
2.4850	40.51	-122.40	100600	20	1750	834	340	352
3.7896	40.52	-122.37	98100	18	4547	2269	766	774
2.7100	40.54	-122.35	97800	17	2280	976	434	453
1.9946	40.51	-122.34	119200	16	2247	1206	463	502
3.5081	40.52	-122.33	116700	23	2801	1318	454	507
3.3500	40.49	-122.31	118400	18	4026	1731	705	718
3.8323	40.60	-122.25	128300	16	2753	1414	459	494
2.3287	40.63	-122.23	130700	16	1141	563	200	220
2.4036	40.71	-122.32	105400	18	2879	1399	586	578
2.8750	40.53	-122.27	129800	17	2255	1171	411	416
5.1585	40.57	-122.23	150800	18	1633	750	252	243
4.5590	40.51	-122.24	116800	23	2216	1006	338	378
2.8611	40.42	-122.25	98700	17	1429	692	245	265
3.0556	40.40	-122.23	95500	18	2102	1059	384	377
3.2788	40.48	-122.33	101600	26	695	319	124	126
2.1496	40.47	-122.43	97700	16	3552	1801	658	704
2.8085	40.46	-122.45	105700	16	2734	1413	484	501
2.8036	40.61	-122.57	93400	27	1540	883	321	315
2.1250	40.40	-122.76	123200	22	2153	903	314	461
2.7736	40.85	-122.45	107800	20	2701	892	358	573
3.5189	40.55	-122.06	101000	17	3057	1497	556	577
1.7538	40.90	-121.64	90300	24	2237	834	318	434
2.3393	40.82	-121.41	90300	16	2668	915	362	516
3.8826	39.63	-120.73	92400	17	1791	432	190	356
2.0650	39.52	-120.51	96100	26	2286	498	216	444
2.5357	41.76	-122.73	94200	19	2200	950	367	414
3.1062	41.63	-122.64	100000	19	2722	1108	430	479
2.4526	41.31	-122.30	97100	29	4059	1700	702	787
3.1768	38.11	-122.21	131000	31	2766	1441	552	604
3.0962	38.11	-122.21	124600	35	2122	1189	408	400
3.8029	38.10	-122.21	129900	36	3018	1445	556	557
3.0221	38.10	-122.22	93300	38	931	566	207	181
2.9469	38.10	-122.22	111600	40	2549	1275	494	478
3.8667	38.09	-122.21	127000	37	4368	2083	741	779
3.1053	38.08	-122.22	96700	37	2811	1574	516	539
3.4360	38.08	-122.22	94800	37	4590	2920	832	857
2.4875	38.09	-122.23	90000	26	4397	2539	965	997
1.3007	38.10	-122.26	94600	24	1213	699	386	395
1.1835	38.10	-122.26	133300	30	3317	1794	990	1058
4.0938	38.13	-122.24	126900	37	3223	1325	539	564
4.2902	38.12	-122.24	152400	39	2967	1243	523	500
3.1025	38.12	-122.26	103700	28	3102	1623	639	734
4.0515	38.15	-122.26	121900	26	3699	2388	699	671
4.0156	38.14	-122.26	134700	34	963	392	176	159
4.5053	38.15	-122.26	123700	16	3921	2830	680	727
1.6368	38.13	-122.26	91200	28	3072	1375	705	790
3.7014	38.15	-122.25	123600	24	2917	1878	531	543
2.3056	38.14	-122.23	90400	36	1412	792	268	260
4.6776	38.05	-122.16	208300	34	2434	926	423	428
4.6406	38.07	-122.19	217500	20	3000	1207	491	525
4.4397	38.06	-122.17	187100	16	3515	1764	626	626
3.2891	38.05	-122.14	150600	27	3794	1756	724	772
4.6761	38.07	-122.14	143100	31	3401	1750	602	616
3.3281	38.26	-122.13	170200	40	1538	669	263	255
5.2527	38.28	-122.04	130600	25	3304	1464	488	493
2.5313	38.15	-121.99	162500	36	263	88	42	73
2.6827	38.26	-122.05	98900	32	1070	631	195	199
3.8150	38.25	-122.05	99000	37	1336	680	231	251
3.3153	38.25	-122.06	99000	36	1818	953	298	323
3.3598	38.25	-122.06	107200	34	1562	898	307	289
3.3839	38.26	-122.06	105900	36	1248	672	222	221
2.8438	38.25	-122.04	94200	38	1214	632	254	244
6.2299	38.25	-122.05	105400	39	199	101	38	36
2.7885	38.26	-122.04	105900	34	3082	1795	703	702
2.7167	38.25	-122.04	92200	37	1176	648	271	291
3.0938	38.25	-122.04	110400	32	1203	571	255	287
2.7284	38.27	-122.03	118500	24	3580	1959	731	735
2.9576	38.26	-122.03	108500	25	4617	2685	1011	1046
2.5896	38.26	-122.02	104700	27	3440	2085	748	787
3.1389	38.25	-122.03	101100	35	1940	1177	403	384
3.2115	38.27	-122.02	99100	20	2237	1169	425	464
3.2061	38.26	-122.02	120400	20	3899	2198	779	763
5.4074	38.24	-122.03	157700	16	1104	495	156	164
1.9954	38.24	-122.04	92900	30	2081	1005	438	456
4.6779	38.25	-122.01	131300	16	1081	792	184	181
3.1979	38.27	-121.99	137500	16	4138	1762	723	758
6.0842	38.26	-121.99	261100	18	921	368	120	126
4.6719	38.48	-121.99	250000	17	1824	934	305	348
3.4741	38.41	-122.07	245800	17	3053	1434	557	595
5.1534	38.43	-121.95	232800	19	3011	1665	535	551
2.7051	38.37	-121.92	193800	26	2056	933	367	413
5.8269	38.35	-121.95	150200	16	2084	1099	292	292
4.8750	38.31	-121.93	250000	25	185	85	32	32
2.4330	38.36	-121.98	101700	33	1083	562	203	217
2.5707	38.35	-122.00	126000	38	1918	745	348	364
4.2115	38.35	-122.00	118900	34	1084	561	198	187
3.6176	38.35	-122.00	158500	24	745	300	115	116
3.8651	38.35	-122.01	189700	18	4486	1600	697	723
4.1630	38.36	-121.98	112500	30	140	103	35	35
4.0938	38.35	-121.96	117300	20	1415	667	250	266
4.4375	38.35	-121.98	132600	16	1697	832	277	267
4.0329	38.34	-121.97	126800	16	2331	1074	400	450
2.5938	38.34	-121.98	129500	18	3876	2386	867	916
4.0433	38.34	-121.99	132200	16	1470	748	256	261
5.5435	38.35	-122.00	136000	34	432	208	71	65
6.0704	38.38	-122.00	173400	16	2509	1043	339	366
5.7780	38.37	-122.01	175700	16	3996	1673	539	550
4.9583	38.36	-122.01	146200	28	1967	734	291	315
6.0767	38.38	-122.02	216400	16	808	371	145	137
6.4894	38.37	-122.02	198000	16	2495	1118	338	331
2.8438	38.37	-121.98	111500	21	3027	2018	642	675
2.1067	38.36	-121.98	101100	24	2434	1538	574	630
3.6250	38.37	-122.00	125000	18	1048	469	162	185
3.2768	38.36	-121.99	117600	35	2728	1290	452	451
2.7262	38.36	-122.00	118800	34	2735	1390	491	539
3.3438	38.36	-122.00	135600	34	1502	860	297	282
3.3036	38.36	-121.82	210000	26	1974	1002	362	364
3.9309	38.49	-121.81	178500	18	4518	2230	715	827
3.9306	38.41	-121.76	93800	19	686	348	109	107
3.7061	38.45	-121.81	128500	24	1951	1140	338	341
3.2672	38.45	-121.83	107500	32	2139	1154	411	440
2.3438	38.45	-121.83	122700	36	839	446	167	158
2.2244	38.43	-121.83	98100	24	1307	917	291	314
3.9286	38.43	-121.81	133100	30	1674	756	292	297
2.6250	38.25	-121.76	212500	32	1495	905	281	333
3.2937	38.16	-121.69	96400	33	1808	824	340	363
3.0288	38.13	-121.73	164400	40	1266	547	247	257
4.8173	38.15	-121.74	115800	22	1910	1001	345	326
4.5313	38.27	-122.42	308400	25	3282	1244	483	566
3.5647	38.22	-122.49	251800	33	1486	781	274	290
2.7457	38.16	-122.41	254700	37	1549	863	275	301
3.5507	38.30	-122.45	257900	24	1946	718	380	400
1.9487	38.34	-122.44	233500	25	3106	1262	665	715
2.3640	38.29	-122.46	173300	21	2423	1098	503	560
3.5982	38.29	-122.46	271700	35	1762	686	339	350
5.7984	38.28	-122.45	297600	20	3306	1374	460	503
5.2155	38.27	-122.52	248300	18	2405	872	367	390
3.3098	38.32	-122.49	195500	30	1631	788	284	284
3.2500	38.31	-122.49	195500	27	3078	1411	586	597
2.6520	38.30	-122.48	171300	17	2703	1241	515	550
3.8000	38.29	-122.49	242100	26	1726	672	251	289
3.2727	38.32	-122.49	176000	17	3308	1587	632	720
3.1375	38.32	-122.48	192100	31	1701	680	324	363
2.3276	38.31	-122.48	166200	29	2375	1124	502	560
2.7727	38.31	-122.48	186800	19	2398	1266	471	521
4.2891	38.42	-122.55	211700	24	2220	894	365	411
4.7237	38.38	-122.58	306600	27	3800	1587	605	728
4.1307	38.40	-122.50	295700	36	1860	777	339	364
3.0750	38.35	-122.50	165100	25	1566	784	362	352
3.7969	38.36	-122.54	202800	40	2725	1167	458	531
4.7000	38.24	-122.61	190100	25	2990	1335	434	450
3.4896	38.24	-122.61	185900	17	1728	897	284	271
2.9871	38.23	-122.61	193800	18	2042	914	400	420
6.2040	38.24	-122.62	201800	19	1687	893	257	253
5.2452	38.25	-122.61	204900	18	2915	1340	421	418
4.7250	38.24	-122.60	204500	16	1410	741	229	209
5.0849	38.24	-122.61	188500	18	2933	1279	443	481
4.8603	38.24	-122.60	198400	16	2621	1247	386	416
3.7115	38.25	-122.63	181900	20	3460	1707	568	602
4.0341	38.24	-122.62	156500	33	1369	758	246	280
4.0962	38.25	-122.62	170200	33	1453	677	237	250
4.6833	38.26	-122.61	215200	17	2864	1482	547	487
2.8750	38.25	-122.62	189100	20	1888	826	396	411
4.6534	38.25	-122.62	196500	24	2388	1187	362	358
4.0417	38.22	-122.63	232100	34	878	372	167	160
5.5650	38.22	-122.63	267100	17	2652	1199	350	342
6.2034	38.21	-122.63	291100	22	2933	1283	449	461
4.0703	38.23	-122.63	223800	37	1966	875	381	348
4.3056	38.20	-122.66	251300	39	2889	1351	489	517
3.7917	38.24	-122.64	151600	40	1974	1039	398	410
3.4020	38.25	-122.65	193300	23	4030	1852	778	813
4.9500	38.24	-122.65	243600	24	1948	922	313	310
3.8000	38.25	-122.64	162600	31	2554	1507	533	515
4.0313	38.27	-122.69	285000	32	2344	1066	384	434
4.0729	38.25	-122.67	288500	32	1333	660	206	235
3.8269	38.25	-122.68	306000	29	1315	650	228	240
5.0544	38.24	-122.67	261800	29	2644	1372	450	464
3.2442	38.29	-122.77	268000	32	3201	1869	519	542
4.3850	38.26	-122.73	317700	35	3941	1668	620	645
2.4117	38.35	-122.72	162500	16	3049	1675	618	609
4.3906	38.31	-122.72	248000	26	1644	801	291	294
3.7875	38.31	-122.67	292700	28	1915	930	342	419
3.3827	38.30	-122.69	292100	30	3919	1693	693	743
4.6324	38.32	-122.69	183600	16	3741	1938	658	698
3.6369	38.33	-122.70	158700	16	1244	696	236	242
3.7330	38.34	-122.69	163500	23	2846	1526	492	516
3.0078	38.33	-122.70	160400	26	1887	1060	364	381
2.6033	38.34	-122.71	121600	22	1249	699	308	335
3.3750	38.33	-122.70	156300	26	1584	846	295	295
2.8261	38.34	-122.70	154500	19	2987	1782	688	676
3.1781	38.34	-122.71	162000	23	2744	1493	557	588
5.6018	38.37	-122.71	253000	16	2355	1014	348	345
4.4444	38.35	-122.69	191800	16	1689	921	270	254
5.0366	38.35	-122.70	257800	16	1328	607	197	187
3.2857	38.34	-122.69	160200	16	1683	880	327	341
3.1047	38.40	-122.68	141400	32	2826	1767	628	627
1.6685	38.43	-122.70	114100	28	1585	1362	424	412
1.6267	38.42	-122.71	129200	23	1569	1031	368	414
1.4390	38.40	-122.71	140600	17	1690	833	445	464
2.0915	38.39	-122.70	168100	16	4922	2557	1088	1211
4.3587	38.44	-122.67	196400	29	2551	1165	456	448
3.5885	38.43	-122.68	191900	18	2723	1150	520	529
4.5588	38.43	-122.67	196400	17	1804	750	298	304
3.2813	38.43	-122.67	202700	17	2007	895	403	400
3.4561	38.43	-122.59	216700	20	2791	785	512	546
4.4375	38.45	-122.66	293500	26	2081	906	323	339
2.9222	38.45	-122.67	242600	24	2622	1027	510	525
3.2415	38.44	-122.67	172200	32	3771	1786	721	741
2.9107	38.44	-122.68	169700	29	2796	1346	562	588
4.0139	38.45	-122.68	163100	36	1686	744	304	303
2.7222	38.44	-122.69	161200	40	1449	636	295	281
3.5521	38.44	-122.69	168300	35	1356	620	216	241
3.4545	38.44	-122.68	161200	36	1311	648	268	259
3.9191	38.45	-122.69	183000	36	1943	711	318	337
3.8583	38.44	-122.69	193200	31	1808	691	280	315
3.2935	38.44	-122.70	157800	35	1304	822	304	343
1.5026	38.43	-122.71	124000	38	1689	1071	529	526
1.9932	38.47	-122.72	164800	29	1706	990	394	415
2.9073	38.46	-122.72	157000	35	1445	795	308	309
3.1467	38.45	-122.72	175500	41	1743	780	357	373
2.9050	38.46	-122.71	159300	41	1974	965	458	482
3.0444	38.46	-122.71	167200	36	2175	1087	477	516
2.9663	38.45	-122.71	185400	39	2739	1223	569	573
1.1250	38.45	-122.70	233300	26	2011	855	530	557
2.4722	38.47	-122.67	194300	16	3452	1567	731	791
4.7143	38.46	-122.68	202900	17	3201	1244	495	527
3.0568	38.47	-122.67	190300	19	1848	1130	433	428
3.9261	38.46	-122.71	213300	23	3220	1299	591	603
5.0415	38.46	-122.70	240200	29	2891	1012	441	459
5.0000	38.46	-122.69	275900	32	2970	1117	512	504
4.1734	38.45	-122.70	240500	39	2015	640	315	335
6.0298	38.48	-122.72	289100	23	2296	902	334	356
4.2051	38.48	-122.66	190300	16	2697	1462	515	490
2.8250	38.48	-122.66	186200	16	2724	1124	586	593
3.7617	38.47	-122.66	172600	23	2246	1035	386	437
3.2670	38.48	-122.66	176200	21	2066	919	395	393
4.7500	38.47	-122.66	190500	20	2806	1369	460	477
6.6854	38.51	-122.69	313000	18	3364	1442	506	501
5.8369	38.48	-122.64	255700	19	3244	1174	454	449
3.8580	38.47	-122.65	214400	24	2268	847	296	330
4.5167	38.54	-122.62	265200	24	2409	1006	403	464
5.7819	38.50	-122.63	265600	19	2107	874	341	332
5.5061	38.48	-122.65	231800	17	1090	473	163	164
2.4922	38.52	-122.78	192000	23	2511	1052	527	549
3.7500	38.50	-122.79	248300	18	4839	2755	841	918
5.4490	38.50	-122.75	252100	16	4196	1713	615	638
3.7266	38.47	-122.73	156500	16	1834	994	390	391
3.0714	38.47	-122.74	161700	16	1426	525	260	287
4.7450	38.46	-122.81	248600	28	3580	1634	567	611
2.6384	38.46	-122.75	146900	16	2653	1693	586	606
3.9329	38.45	-122.74	170900	17	3064	1704	590	588
4.0798	38.45	-122.74	179200	25	2696	1296	514	496
2.6576	38.44	-122.74	147900	23	2819	1644	546	612
3.8750	38.44	-122.73	140300	20	2919	1711	500	508
2.3824	38.44	-122.73	145000	35	1120	659	274	297
2.4000	38.44	-122.73	146200	28	1073	652	238	241
3.5845	38.44	-122.74	164300	17	2287	1240	493	497
4.6792	38.44	-122.82	304700	23	1551	555	243	236
2.1864	38.43	-122.73	143200	29	2677	1880	664	691
2.5735	38.43	-122.72	131100	31	2020	1408	437	476
1.9458	38.42	-122.72	146000	26	1168	937	248	253
3.0969	38.42	-122.72	143800	26	3604	2605	704	734
4.3523	38.42	-122.73	150000	26	1446	884	295	296
2.8036	38.42	-122.72	152300	30	2099	1156	401	406
2.9750	38.40	-122.73	157300	30	3689	2250	697	746
3.1094	38.37	-122.73	183300	40	1389	841	288	309
2.6667	38.43	-122.75	149100	36	1599	1086	314	345
2.7500	38.39	-122.77	197500	35	2611	1293	463	475
3.9688	38.41	-122.75	165000	17	3150	1857	610	588
2.7850	38.41	-122.82	169300	32	701	489	168	182
2.9625	38.42	-122.84	237300	29	2756	1381	531	551
3.6667	38.42	-122.86	244400	38	1166	584	225	223
4.1250	38.41	-122.84	204600	19	2191	1065	404	391
3.1217	38.40	-122.83	178500	37	2217	1019	428	451
3.7991	38.37	-122.78	175000	21	795	414	162	163
3.8846	38.40	-122.82	215900	40	2406	1054	426	423
4.1731	38.37	-122.80	257200	26	1634	909	317	315
2.9453	38.39	-122.80	166700	26	2273	1124	420	474
4.4357	38.39	-122.84	216900	16	1688	793	280	292
2.4620	38.39	-122.83	260300	19	1765	868	388	394
3.6250	38.39	-122.82	233700	22	1288	593	220	243
4.7422	38.39	-122.82	240900	32	1437	752	245	257
4.5132	38.38	-122.82	259900	27	2565	1227	467	479
5.0323	38.35	-122.76	222400	30	2260	958	359	374
4.5147	38.39	-122.87	271400	34	1138	541	180	205
4.5875	38.33	-122.77	290700	32	2054	843	306	324
3.9917	38.33	-122.82	244100	25	3067	1602	550	569
5.0574	38.34	-122.88	276200	20	3404	1641	585	628
5.2769	38.36	-122.81	293900	18	2399	1131	391	389
4.4437	38.37	-122.85	305000	16	1762	810	297	293
5.7664	38.38	-122.89	267500	16	2017	931	336	369
3.4471	38.44	-122.86	209500	31	1534	716	288	292
5.1512	38.42	-122.89	268300	28	2388	1015	381	437
4.0446	38.43	-122.87	172200	36	1987	1065	347	387
4.6705	38.43	-122.91	269800	19	1968	852	308	350
4.5110	38.40	-122.89	296800	22	2900	1445	515	538
2.6161	38.49	-123.04	132500	30	3977	1387	582	930
3.1000	38.44	-122.98	162100	29	4450	1328	590	939
1.3712	38.48	-123.01	118300	37	1179	354	176	282
3.2315	38.54	-123.02	136900	35	2157	768	322	487
2.6726	38.51	-123.00	153100	33	1565	759	311	390
3.6343	38.49	-122.91	146500	37	2469	1137	474	519
3.5085	38.48	-122.87	187800	27	3894	1832	715	776
2.5687	38.46	-122.88	249200	25	1563	737	305	314
4.7105	38.46	-122.85	266200	22	3328	1309	512	550
2.7072	38.49	-122.94	117100	37	3169	777	344	719
4.5000	38.46	-122.91	251900	18	2021	912	329	353
3.2760	38.53	-122.82	172900	27	1823	907	317	360
3.7361	38.61	-122.87	173700	23	2676	1456	500	521
2.7432	38.62	-122.86	174000	35	2597	1231	499	522
3.1875	38.62	-122.87	176100	18	2721	1667	539	557
3.8681	38.64	-122.82	188600	29	2176	1117	374	385
4.0294	38.61	-122.82	201700	41	2720	987	364	501
4.5913	38.62	-122.85	244600	16	4418	1908	697	704
4.6875	38.67	-123.01	246200	33	914	394	132	147
5.1005	38.57	-122.94	266700	33	1530	728	250	266
4.0781	38.64	-122.94	287800	26	4050	2072	636	712
2.9792	38.73	-122.95	151300	37	1548	863	287	328
3.7352	38.68	-122.87	228000	32	4073	2053	629	718
4.6953	38.77	-122.85	241700	18	2856	1027	405	513
3.3750	38.79	-123.03	171900	16	4047	1998	673	769
3.0250	38.81	-123.02	140600	35	956	488	215	213
3.5156	38.80	-123.01	133300	21	360	131	74	96
3.2546	38.79	-123.01	134100	32	2697	1417	535	529
2.8344	38.79	-123.10	164400	20	3109	1643	638	712
2.7171	38.70	-123.24	131300	38	1460	569	176	311
3.3536	38.54	-123.25	157500	27	3658	1278	518	764
3.9167	38.38	-123.08	232600	28	3297	923	373	676
2.3611	38.46	-123.07	112500	31	855	280	139	217
3.9336	38.38	-122.93	262500	18	2562	1128	414	500
3.8589	38.36	-123.02	268800	16	1496	778	284	298
3.3333	37.92	-120.84	208300	27	471	195	72	84
3.2667	37.82	-120.79	269500	17	4227	1809	679	729
3.7031	37.81	-120.90	173300	27	4213	2142	746	750
2.2024	37.76	-120.90	156300	20	570	304	108	112
3.1136	37.73	-120.86	183300	27	508	263	81	93
3.5833	37.73	-120.76	187500	16	1343	732	195	241
3.8250	37.77	-120.86	96400	38	1545	662	266	279
2.3523	37.77	-120.86	94700	28	1208	535	232	232
1.7143	37.76	-120.87	113300	16	1174	601	242	249
2.5655	37.76	-120.87	116400	16	2022	1126	408	413
1.6759	37.77	-120.83	116700	20	1717	1062	401	403
2.9125	37.76	-120.83	112500	21	435	219	83	96
3.6875	37.79	-120.83	121900	16	893	548	155	164
2.3023	37.74	-120.93	91900	37	1956	1265	397	402
2.3469	37.74	-120.94	90200	35	1166	515	266	268
3.0043	37.74	-120.95	156500	18	3453	1958	601	666
4.3864	37.72	-120.93	179500	18	391	247	71	71
2.4211	37.71	-120.98	268800	22	434	195	86	89
3.2500	37.74	-120.91	176700	19	1690	855	296	327
2.4063	37.73	-120.91	170200	31	840	429	150	154
1.6172	37.70	-120.92	156300	24	527	270	112	112
4.4000	37.70	-120.94	174100	25	1005	390	139	159
5.7476	37.73	-120.97	248600	19	3725	1412	463	543
2.5486	37.72	-121.01	161100	23	1373	677	245	264
3.3750	37.71	-121.07	212500	39	223	92	37	37
3.2391	37.70	-121.14	187500	29	1343	751	225	223
3.3482	37.67	-121.09	220000	30	1653	800	291	285
3.6023	37.71	-121.02	131300	25	207	87	43	41
3.3438	37.70	-121.02	125400	16	3476	2126	665	650
3.4167	37.67	-121.06	196900	31	906	383	129	146
3.9844	37.65	-121.03	150000	37	375	120	37	58
0.5360	37.67	-121.04	162500	16	19	166	9	19
3.4079	37.69	-121.00	147500	18	3469	1452	628	661
2.4800	37.69	-121.01	135600	20	3275	1538	705	760
5.5000	37.68	-121.01	146200	33	828	373	133	123
4.9904	37.68	-121.00	158100	29	2911	1170	460	445
3.5775	37.68	-121.01	109700	33	3230	1579	560	587
3.5208	37.69	-121.02	145000	19	3814	2219	804	790
3.9960	37.68	-121.02	114500	25	3262	1834	578	588
2.6567	37.68	-121.03	110400	20	3204	2016	605	625
3.7857	37.68	-121.03	110500	27	1956	1004	307	327
3.5489	37.68	-121.02	106400	28	2875	1608	558	560
4.2823	37.66	-120.96	138300	16	4961	2654	804	902
5.1473	37.66	-120.95	188400	16	4478	1990	672	647
2.2279	37.65	-120.95	225000	37	136	72	22	20
